"id","title","original_title","overview","language_name","release_date","release_year","decade","popularity","vote_average","vote_count","runtime","runtime_category","primary_genre","genre_string","keywords_str","poster_url","is_hidden_gem"
"117751","Ustad Hotel","ഉസ്‌താദ്‌ Hotel","When his father refuses to support his choice of a career, an aspiring chef tries to fulfil his dream by helping his grandfather run his small eatery.","Malayalam","2012-06-29","2012","2010","1.1613","7.533","107","150","Long","Drama","Drama, Comedy","hotel, van, passport, food, chef, band singer, social services","https://image.tmdb.org/t/p/w500/88QYspKRArRutF3t0Bzj0JYFlcI.jpg","True"
"372297","Charlie","ചാര്‍ലി","A young, nonconforming woman named Tessa gets entangled in a cat-and-mouse chase in the by-lanes of Kerala, hunting for a mysterious artist who previously lived in her apartment.","Malayalam","2015-12-24","2015","2010","0.8992","7.6","85","130","Long","Drama","Drama, Romance","arts, comic book, love, jinn, fake death, hippy, old-age home, munnar, thrissur pooram","https://image.tmdb.org/t/p/w500/kQo30LL8punEsJu5kMZzJydQYJo.jpg","False"
"706872","Drishyam 2","ദൃശ്യം 2","7 years after the events of Drishyam, the family lives with the trauma from that fateful night. A gripping tale of an investigation and a family threatened by it. Will Georgekutty be able to protect his family this time?","Malayalam","2021-02-19","2021","2020","0.8569","7.567","134","153","Very Long","Thriller","Thriller, Crime, Drama","perfect crime, investigation, sequel","https://image.tmdb.org/t/p/w500/8RJBCUGE27LX06tAES4jTELN0KA.jpg","True"
"398786","Kammatti Paadam","കമ്മട്ടിപ്പാടം","Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up.","Malayalam","2016-05-20","2016","2010","0.8073","8.0","52","177","Very Long","Drama","Drama, Action","friendship, bodyguard, brother against brother, accident, kochi","https://image.tmdb.org/t/p/w500/2zJoZn1EBR6UQDr6OdT4Og77zFn.jpg","False"
"190742","Neram","നേരം","Mathew is a graduate in software engineering, but is now jobless. He is waiting for his good time to get a good job. Mathew has borrowed some money as loan. Now he cannot give it back as he has no job.  Mathew's childhood friend Jeena Johnykkutty is ready to help him as she could. She has a job. Her father Johnykkutty does not like Mathew and he always tries to trouble Mathew whenever he gets a chance.  At this time Mathew's good time arrives; but along with it many problems too. The gripping events that follow plot the rest of 'Neram'.","Malayalam","2013-05-10","2013","2010","0.7416","7.2","51","116","Medium","Comedy","Comedy, Thriller, Drama, Action","robber, dark comedy, girlfriend, loan, jobless, nostalgic, it professional, excited","https://image.tmdb.org/t/p/w500/cA5OgwysDaFmMGeEjUEG59aVoMs.jpg","False"
"786064","The Great Indian Kitchen","മഹത്തായ ഭാരതീയ അടുക്കള","After marriage, a woman struggles to be the submissive wife that her husband and his family expect her to be.","Malayalam","2021-01-15","2021","2020","0.7382","7.549","51","100","Medium","Drama","Drama","cooking, womanhood, couple, indian cuisine","https://image.tmdb.org/t/p/w500/f6SDfxoU3l8hpe9tzzf8MyjOPHL.jpg","False"
"268660","Bangalore Days","ബാംഗ്ലൂർ ഡെയ്സ്","A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover & explore!","Malayalam","2014-05-30","2014","2010","0.7097","7.579","133","172","Very Long","Drama","Drama, Family, Romance","husband wife relationship, marriage, cousin, motorcycle crash, india, nostalgic, woman director, kerala, bangalore, bike racing, sincere","https://image.tmdb.org/t/p/w500/iFMyZw1DTGvZ8hPa0eTseSFiRT1.jpg","True"
"575351","Kumbalangi Nights","കുമ്പളങ്ങി നൈറ്റ്‌സ്","Four brothers living in the fishing hamlet of Kumbalangi share a love-hate relationship with each other. Their relationship progresses when Saji, Boney and Franky decide to help Bobby stand by his love.","Malayalam","2019-02-07","2019","2010","0.6479","8.043","117","135","Long","Comedy","Comedy, Drama, Romance","","https://image.tmdb.org/t/p/w500/lJ3RvIirE2C7gdBKvPRaoQ3iCo2.jpg","True"
"976121","Romancham","രോമാഞ്ചം","Set in 2007, in the outskirts of Bengaluru, A game of Ouija board goes hilariously wrong when seven bachelors unexpectedly invite a spirit and try to make the best out of the situation.","Malayalam","2023-02-03","2023","2020","0.6477","7.3","50","132","Long","Horror","Horror, Comedy","","https://image.tmdb.org/t/p/w500/9p8ux2AGYn3U2mEAbKmizAh6PL1.jpg","False"
"657996","Ayyappanum Koshiyum","അയ്യപ്പനും കോശിയും","Ayyappan, a police officer, is an upright man who always strives to do the right thing. However, things change when a retired army havildar, Koshy, settles in his village and the two egos clash.","Malayalam","2020-02-07","2020","2020","0.6265","7.619","67","177","Very Long","Action","Action, Thriller, Crime","male egos","https://image.tmdb.org/t/p/w500/iwmh53N9oPUiCQBZdBWdiB1kur2.jpg","False"
"791779","Joji","ജോജി","Joji, an engineering dropout and the youngest son of a rich family lives with his aspirations of becoming super wealthy. Driven by greed and blind ambition, he decides to execute his plans following an unexpected event in the family.","Malayalam","2021-04-07","2021","2020","0.6098","7.5","63","113","Medium","Drama","Drama, Crime","macbeth","https://image.tmdb.org/t/p/w500/iXAUPTb8XNSf5B4zyUAEajz2vFu.jpg","False"
"665133","Malik","മാലിക്","A past ridden with crime, death and pain is recounted to Freddy, a juvenile criminal, who has been assigned to eliminate his estranged uncle Sulaiman, an aging patriarch, while behind bars.","Malayalam","2021-07-15","2021","2020","0.6069","7.2","52","161","Very Long","Thriller","Thriller, Drama, Action, Crime, Adventure","politics, gangster, based on true story, political corruption, communalism","https://image.tmdb.org/t/p/w500/kFBvlw5oiHghwqraQNhqpljsg91.jpg","False"
"341895","Premam","പ്രേമം","Three stages in George's life, and three girls he encounters in each stage.","Malayalam","2015-05-29","2015","2010","0.5823","7.513","114","157","Very Long","Comedy","Comedy, Romance","dance, bridge, coming of age, teacher, love, tragic love, teenage love, butterfly, nostalgic, college love, casual, awestruck","https://image.tmdb.org/t/p/w500/wfMgsfDrtouYOM6MbrkHtU96Xij.jpg","True"
"442000","Angamaly Diaries","അങ്കമാലി ഡയറീസ്","Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.","Malayalam","2017-03-03","2017","2010","0.5816","7.39","59","132","Long","Action","Action, Comedy, Thriller","police, bomb, gambling, gang war, romance, revenge, murder, pig farme","https://image.tmdb.org/t/p/w500/fwxgQakS3vUQIzgJMphQWHxAqr2.jpg","False"
"381691","Maheshinte Prathikaaram","മഹേഷിന്‍റെ പ്രതികാരം","Mahesh, a studio photographer and owner of the studio. As the story moves on, Mahesh encounters an anonymous fight ending up with taking revenge that leads to certain realizations in his life.","Malayalam","2016-02-05","2016","2010","0.5706","7.7","73","121","Long","Comedy","Comedy, Drama","kung fu, photographer, photography, village, romance, magazine, revenge, vow","https://image.tmdb.org/t/p/w500/hmK9QUWpOaSs1H7tarzlMNqT60H.jpg","False"
"190945","Mumbai Police","മുംബൈ പോലീസ്","ACP Antony Moses is on the verge of uncovering his friend’s murderer when an accident leaves him with partial memory loss. Reassigned to the same case, he must retrace his own forgotten steps to uncover a truth more shocking than he imagined.","Malayalam","2013-05-02","2013","2010","0.5692","6.9","59","145","Long","Crime","Crime, Mystery, Thriller","sniper, navy, police, mumbai (bombay), india, murder, memory loss, terrorism","https://image.tmdb.org/t/p/w500/19hI3Qw95irArEoHh5gKTzuhtFV.jpg","False"
"430521","Take Off","ടേക്ക് ഓഫ്‌","A group of Malayali nurses stranded in Iraq, must survive their capture by the extremists and reach out to the rescue team headed by the Indian government.","Malayalam","2017-03-24","2017","2010","0.5515","7.358","53","139","Long","Drama","Drama, Thriller, War","airport, nurse, rescue mission, iraq, hospital, terrorist attack, isis (daesh), indian ambassador","https://image.tmdb.org/t/p/w500/t8Sp0gyC0dLdzrHoZ4Knh78p5GE.jpg","False"
"564704","Jallikattu","ജെല്ലിക്കെട്ട്","An escaped buffalo triggers a frenzy of ecstatic violence in a remote village.","Malayalam","2019-10-04","2019","2010","0.5423","6.7","89","95","Medium","Action","Action, Thriller, Crime","","https://image.tmdb.org/t/p/w500/8pEsTp9bS6yjr9P9K43vPP8mw1v.jpg","False"
"640052","Helen","ഹെലൻ","An ordinary suburban girl faces the biggest battle of her life when her sudden disappearance for a brief period leads to a desperate search by her loved ones.","Malayalam","2019-11-15","2019","2010","0.5321","7.5","52","117","Medium","Drama","Drama, Thriller, Family","romance, care, smile, daddy's girl","https://image.tmdb.org/t/p/w500/166Gz2EQFwvGEyWU1sDtxOiGVAE.jpg","False"
"353501","Pulimurugan","പുലിമുരുഗന്‍","Murugan, with his tools and expertise, protects Puliyoor's villagers from deadly tiger attacks. However, Daddy, an illegal drugs dealer, takes advantage of Murugan's innocence and wrongly frames him.","Malayalam","2016-10-07","2016","2010","0.5018","6.175","60","161","Very Long","Action","Action, Adventure","sibling relationship, hunter, tiger, fighter, lorry, forest, ranger, illegal drugs, village chief","https://image.tmdb.org/t/p/w500/onl4KNQ9Bso4sNRb3uM6RkRcVuj.jpg","False"
"459719","Thondimuthalum Driksakshiyum","തൊണ്ടിമുതലും ദൃക്സാക്ഷിയും","Prasad and Sreeja are a couple planning to set up a new life in Kasargod. On a bus journey they end up being robbed by a thief also named Prasad and this lands them up in a police station.","Malayalam","2017-06-30","2017","2010","0.3843","7.2","60","136","Long","Comedy","Comedy, Drama, Thriller","married couple, bus, robber, witness, thief, police station","https://image.tmdb.org/t/p/w500/ki1EguwPuXM1t4UTDuaBqD8BLJi.jpg","False"
"564177","Njan Prakashan","ഞാൻ പ്രകാശൻ","Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.","Malayalam","2018-12-21","2018","2010","0.2713","6.9","53","131","Long","Comedy","Comedy","","https://image.tmdb.org/t/p/w500/cCgltVXS9pnhuwEsN8saOFeievO.jpg","False"
