"id","title","original_title","overview","language_name","release_date","release_year","decade","popularity","vote_average","vote_count","runtime","runtime_category","primary_genre","genre_string","keywords_str","poster_url","is_hidden_gem"
"894803","Sita Ramam","సీతా రామం","Afreen, a rebellious Pakistani student sets ablaze the car of an Indian in London. Angered Afreen returns to Pakistan to ask for money from her grandfather that she has to pay in a month's time as damages. However, she gets to know that he is no more and the only thing he has left for her is a letter-delivering task, written by Ram to Sita. As Afreen sets out to find Ram, there begins her journey of discovering the secret behind the 20-year-old letter.","Telugu","2022-08-05","2022","2020","2.4333","7.7","103","158","Very Long","History","History, Romance, Drama","loving, love in war, pure love, intense, romantic, classic, admiring, awestruck, vibrant, pure heart","https://image.tmdb.org/t/p/w500/t1O94ZBzsQXJihtVkrsStRLyUDR.jpg","True"
"1239511","Lucky Baskhar","లక్కీ భాస్కర్‌","A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.","Telugu","2024-10-30","2024","2020","2.3316","7.6","75","148","Long","Thriller","Thriller, Crime, Drama","money laundering, anti hero, bank employee, investment","https://image.tmdb.org/t/p/w500/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg","False"
"454292","Saaho","సాహో","A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.","Telugu","2019-08-29","2019","2010","2.041","5.743","111","171","Very Long","Action","Action, Adventure, Thriller","truck, gunfight, motorcycle chase, action hero, sujeeth cinematic universe","https://image.tmdb.org/t/p/w500/abjWQwUakmBUecf73jiZDx5iex0.jpg","False"
"628241","Ala Vaikunthapurramuloo","అల వైకుంఠపురములో","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.","Telugu","2020-01-12","2020","2020","1.91","6.588","108","165","Very Long","Action","Action, Comedy, Drama, Family","coma, exchange, hospital, class differences, rich, neglected child, poor, child exchange","https://image.tmdb.org/t/p/w500/2rzORJaegE2bbKNVkQXbZCeV0BP.jpg","False"
"1060046","HIT: The Third Case","హిట్: ది థర్డ్ కేస్","The Homicide Intervention Team (HIT) sends ruthless police officer Arjun Sarkaar to find a group of killers and stop their grisly murder spree.","Telugu","2025-04-30","2025","2020","1.9996","6.8","51","157","Very Long","Crime","Crime, Thriller, Action","investigation, violent death, anxious, brutal murder","https://image.tmdb.org/t/p/w500/wT9tGyFol4RBwkjESXUWeBdnLJn.jpg","False"
"23790","Magadheera","మగధీర","A street-bike racer chances upon a woman and is struck by visions of a past life where they were both star-crossed lovers in a war-ridden kingdom 400 years ago, while the reincarnation of his romantic rival emerges with murderous intent.","Telugu","2009-07-31","2009","2000","1.454","7.2","142","164","Very Long","Action","Action","warrior, reincarnated lovers","https://image.tmdb.org/t/p/w500/xK7MEV56GF291VG0U5XnVJuvNv3.jpg","False"
"148265","Eega","ఈగ","Nani is a flower decorator, madly in love with his neighbor Bindhu. He gets killed by the baddie, Sudeep, a powerful businessman. Nani comes back as a housefly to get his revenge.","Telugu","2012-07-05","2012","2010","1.3828","7.082","244","145","Long","Fantasy","Fantasy, Action","afterlife, reincarnation, revenge, murder, torture, bilingual","https://image.tmdb.org/t/p/w500/pX7fn4EZrg2YFlV4GNMIfHDOQZ6.jpg","False"
"540468","Geetha Govindam","గీత గోవిందం","Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.","Telugu","2018-08-15","2018","2010","1.2366","7.0","79","148","Long","Romance","Romance","","https://image.tmdb.org/t/p/w500/sTreb0ajewXqeIqAyZ0IWtafoB5.jpg","False"
"678391","HIT: The First Case","హిట్: ది ఫస్ట్ కేస్","Vikram Rudraraju is a 30-year-old cop working for the Telangana State Police. While Vikram is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.","Telugu","2020-02-27","2020","2020","1.0769","6.578","51","126","Long","Crime","Crime, Thriller, Action","hit, vishwaksen","https://image.tmdb.org/t/p/w500/dMxentLHEJPBMQCPXHrUKluODpe.jpg","False"
"83889","Businessman","బిజినెస్ మాన్","Just as the cops have declared the end of Mafia in Mumbai, a man named Surya arrives in the city with the intentions of conquering it.","Telugu","2012-01-13","2012","2010","1.1278","7.192","60","133","Long","Action","Action, Crime","corruption, loss of loved one, gangster, anti hero, murder, vigilante, organized crime, extortion, mafia, orphan, corrupt politician, gun violence, rise to power, political corruption, crime syndicate, mumbai, violence, intense, powerful","https://image.tmdb.org/t/p/w500/hLF5o53irg0ZVV4ecLptkLgiTXq.jpg","False"
"23381","Pokiri","పోకిరి","Pandu is a contract killer and will accept any contract provided the amount is right. The police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Pandu who knows his real identity, and he has no intention of sharing it with anyone.","Telugu","2006-04-27","2006","2000","1.1965","7.514","70","163","Very Long","Action","Action, Thriller, Crime","corruption, undercover, gangster, anti hero, gang war, crime boss, mafia boss, rivalry, love-hate relationship, organized crime, tinnitus, mafia, shootout, infiltration, falling in love, one man army, criminal underworld, crime syndicate, neo-noir, action hero, love story, power, rival gang, violence","https://image.tmdb.org/t/p/w500/rQ8NH5f3CxRrmqZWMZNYPwLmjDS.jpg","False"
"253533","Manam","మనం","A married couple die in an accident, leaving behind a son. As he grows up and becomes successful, he comes across reincarnations of his father and mother as youngsters, and vows to bring them back together.","Telugu","2014-05-23","2014","2010","1.4111","7.15","60","163","Very Long","Comedy","Comedy, Drama, Fantasy, Family","reincarnation, karma","https://image.tmdb.org/t/p/w500/pas4iupGgxk0UuhiILiWHDSkMBC.jpg","False"
"501987","Bharat Ane Nenu","భరత్ అనే నేను","Bharat, a graduate from Oxford, is forced to take up his father's position as the chief minister after his sudden demise. He is not happy with the way government is functioning in the state and tries to reform the corrupt society but faces obstacles from his enemies.","Telugu","2018-04-20","2018","2010","1.0629","6.457","70","173","Very Long","Drama","Drama, Action","new love, corruption, politics, political activism, class differences, election, political intrigue , death of parent, integrity, social change, family legacy, youth, political drama, loss of parent, social responsibility, leadership, romantic, political heir","https://image.tmdb.org/t/p/w500/a0hFV8G0ofyPgPEjVcYrueuxFex.jpg","False"
"461126","Rangasthalam","రంగస్థలం","Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.","Telugu","2018-03-29","2018","2010","1.1689","7.091","77","179","Very Long","Action","Action, Drama","period drama, caste politics","https://image.tmdb.org/t/p/w500/yiEzDgBBFC25Zd6z0r7sMngn5vr.jpg","False"
"249772","1: Nenokkadine","1 - నేనొక్కడినే","A rock star must overcome his psychological inhibitions to seek revenge for his parents' death.","Telugu","2014-01-10","2014","2010","1.4608","6.649","94","176","Very Long","Action","Action, Thriller, Mystery","london, england, rock star, identity, hallucination, identity crisis, crime boss, illusion, revenge, memory, psychological thriller, assumed dead, psychological disorder, green revolution, belfast","https://image.tmdb.org/t/p/w500/dYpqpA7BsDHeyAGs9AAEPhZmbck.jpg","False"
"56986","Khaleja","ఖలేజా","A village is hounded by an unknown disease, decimating its population. The village priest prophesies that God's avatar will save them. Siddha goes in search of this supernatural potential and finds it in Seetarama Raju, a cab driver.","Telugu","2010-10-07","2010","2010","1.0669","7.333","63","163","Very Long","Action","Action, Fantasy, Comedy","prophecy, village, supernatural, chosen one, calamity, premonition, desert, destiny, savior, plague, messiah, white savior, suspenseful, mystery and intrigue, comedy mystery","https://image.tmdb.org/t/p/w500/rsQbJT4vjyQe6Mpry1i8Tnf86wp.jpg","False"
"607313","Sarileru Neekevvaru","సరిలేరు నీకెవ్వరు","A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.","Telugu","2020-01-10","2020","2020","1.0153","5.984","63","169","Very Long","Action","Action","rescue, army, corruption, orphan, political intrigue , family dynamics","https://image.tmdb.org/t/p/w500/66MSawKC7nkqjD1BMlQHXl6y3C.jpg","False"
"37172","Athadu","అతడు","A hitman, Nandu, is hired to stage the assassination of a politician. However, when the politician is actually killed and Nandu is framed for the murder, he assumes a dead man's identity to evade the law.","Telugu","2005-08-10","2005","2000","1.1087","7.62","71","175","Very Long","Action","Action, Thriller, Family","assassination, corruption, escape, hitman, politics, attempted murder, investigation, redemption, politician, deception, revenge, murder, betrayal, on the run, conspiracy, shooter, one man army, tough guy, bank robbery, gunshot, framed for murder, professional assassin, manhunt, fugitive suspect, crime suspense, corrupt police, cbi","https://image.tmdb.org/t/p/w500/AlopJ5sUgsf0pFn8FfXqdhyfL2Z.jpg","False"
"459713","Mahanati","మహానటి","Mahanati depicts the life and career of one of Telugu cinema's greatest and most iconic starlets, the first Indian female super star, Savitri.","Telugu","2018-05-09","2018","2010","1.0226","7.6","57","176","Very Long","Drama","Drama, History","biography, autobiography, crying, director, secret marriage, savitri, love marriage","https://image.tmdb.org/t/p/w500/5hwtlwoLdSpkoeusT0sf8qW5VFB.jpg","False"
"80276","Dookudu","దూకుడు","To protect his father recovering from a coma, a relentless cop must pose as the political leader his father always envisioned while hunting the men who tried to kill him.","Telugu","2011-09-23","2011","2010","0.8624","6.814","51","174","Very Long","Action","Action, Comedy, Thriller","coma, undercover, mafia boss, deception, revenge, mafia, tv show in film, make believe, father son relationship, love story, reality tv, tv show","https://image.tmdb.org/t/p/w500/e9uffrN9z22uuiBF9B0bTDDvbjz.jpg","False"
"353533","Srimanthudu","శ్రీమంతుడు","Harsha, a multi-millionaire guy who has everything but there is something else he's looking for and in the process he adopts a complete village trying to bring change in the people.","Telugu","2015-08-07","2015","2010","1.0614","6.8","58","163","Very Long","Action","Action, Drama","crime boss, political intrigue , wrongful conviction, family values, political corruption, social issues, false arrest, remote village, father son relationship, infrastructure, social responsibility, romantic, uplifting message, rural development","https://image.tmdb.org/t/p/w500/qHSgSMZUiIqKCe76PBs6QuA6MRM.jpg","False"
"369925","Oopiri","ఊపిరి","A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.","Telugu","2016-03-25","2016","2010","0.9886","7.108","51","158","Very Long","Drama","Drama, Family, Romance","friendship, paraplegic, male friendship, remake, based on movie, unlikely friendship, paralyzed","https://image.tmdb.org/t/p/w500/iXsJEdk1P3V2cm2TSRBuG8ZS1pz.jpg","False"
"443635","DJ: Duvvada Jagannadham","డీజే: దువ్వాడ జగన్నాథం","A righteous young man who helps everyone gain their rightful justice, gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest.","Telugu","2017-06-23","2017","2010","0.9831","5.811","61","160","Very Long","Action","Action, Comedy, Crime","","https://image.tmdb.org/t/p/w500/okq2Q1f2alXGWQMLsCi4wXoAXt4.jpg","False"
"215248","Yevadu","ఎవడు","Satya is given a different face after he suffers burn-related injuries. After being released from the hospital, he deals with the murderer of his lover Deepti. But his new face has given him new foes.","Telugu","2014-01-12","2014","2010","1.0073","6.1","65","166","Very Long","Action","Action, Thriller","","https://image.tmdb.org/t/p/w500/6uU5jvqmPI5aURjznE5WEJsjNSz.jpg","False"
"681435","Red","Red","When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case.","Telugu","2021-01-14","2021","2020","0.94","5.3","59","146","Long","Crime","Crime, Mystery, Thriller","remake, twins","https://image.tmdb.org/t/p/w500/7cEEDAHhMGtoWfYXJxelVMRwLu0.jpg","False"
"262227","Race Gurram","రేసుగుర్రం","Ram and Lakshman, aka Lucky, are brothers who are polar opposites in nature. Their mother wishes to see them united.","Telugu","2014-04-11","2014","2010","0.9873","6.7","59","162","Very Long","Comedy","Comedy, Action","","https://image.tmdb.org/t/p/w500/oHqHsgx8lc01xrBraY4OBJtdeRn.jpg","False"
"683342","V","V","A celebrated cop, DCP Aditya, faces his toughest challenge when a taunting serial killer begins targeting victims and leaving notes meant for him. Teaming with an aspiring crime novelist, he must stop four more murders to save his medals, career, and reputation while uncovering the killer's past.","Telugu","2020-09-05","2020","2020","0.8212","6.604","130","140","Long","Action","Action, Crime, Thriller","revenge thriller","https://image.tmdb.org/t/p/w500/iBVcwOVZNGNCNlOLFmcYJW83tTu.jpg","False"
"333876","Son of Satyamurthy","సన్నాఫ్ సత్యమూర్తి","The son of a rich businessman struggles to save his father's wealth after his demise. However, he faces many challenges when he becomes the sole breadwinner of his family.","Telugu","2015-04-09","2015","2010","0.7986","6.758","62","162","Very Long","Drama","Drama, Action, Comedy, Family","","https://image.tmdb.org/t/p/w500/jpLPTaZ6EpxCJIud39OLhAaq0p.jpg","False"
"442405","The Ghazi Attack","ఘాజీ","India’s first underwater war film tries to decode the mystery behind the sinking of Pakistani submarine PNS Ghazi during the Indo-Pak war of 1971.","Telugu","2017-02-17","2017","2010","0.8523","7.0","99","126","Long","Action","Action, War, Thriller, History","submarine, 1970s, india pakistan war, indian navy","https://image.tmdb.org/t/p/w500/i7lITQa1v7dZZgLIdE8vZRnPhOC.jpg","False"
"473234","Arjun Reddy","అర్జున్ రెడ్డి","A brilliant but impulsive young surgeon spirals into self-destruction after a painful breakup, struggling to cope with love, loss, and the consequences of his own temper.","Telugu","2017-08-25","2017","2010","0.8265","6.983","118","187","Very Long","Drama","Drama, Romance","depression, self-destruction, drug addiction, break-up, alcoholic, impulsive, mentally unstable","https://image.tmdb.org/t/p/w500/kHubDgL59I5hCn7ccBYvU7bKY1r.jpg","False"
"592898","Jersey","జెర్సీ","After his career fails to take off, a gifted cricketer in his mid-thirties decides that he’s not ready to give up quite yet.","Telugu","2019-04-19","2019","2010","0.6783","8.048","73","160","Very Long","Drama","Drama","cricket, indian cricket team","https://image.tmdb.org/t/p/w500/bU9q9yVtxeBiC0Do27CekHXNE6D.jpg","False"
"610482","Agent Sai Srinivasa Athreya","ఏజెంట్ సాయి శ్రీనివాస అత్రేయ","Agent Sai Srinivasa Athreya is a brilliant, underrated detective from Nellore who runs an agency called FBI which sees no business. He gets more than what he asked for when a case happens to fall right into his lap out of nowhere.","Telugu","2019-06-21","2019","2010","0.3627","7.475","59","144","Long","Crime","Crime, Comedy, Mystery","detective agency","https://image.tmdb.org/t/p/w500/jMVfhhWfHLawVp3kd55KBy3VBsW.jpg","False"
"135870","Rebel","రెబెల్","After his parents are brutally murdered, a man goes on a quest to find his parents' killers. He finds that his own uncle is involved in the killings.","Telugu","2012-09-28","2012","2010","0.1529","4.125","56","176","Very Long","Action","Action","","https://image.tmdb.org/t/p/w500/nwD0qvuk75C0a3uI7WT04BbZb2j.jpg","False"
"1083637","Kantara - A Legend: Chapter 1","ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧","During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.","Kannada","2025-10-01","2025","2020","13.1652","7.169","77","165","Very Long","Action","Action, Drama, Fantasy","","https://image.tmdb.org/t/p/w500/3CP7crYcSBV0k8JP6fl0XaMPpDY.jpg","False"
"587412","K.G.F: Chapter 2","ಕೆ.ಜಿ.ಎಫ್: Chapter 2","The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their Savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy.","Kannada","2022-04-14","2022","2020","3.2379","7.408","201","168","Very Long","Action","Action, Thriller, Adventure, Crime","undercover, sequel, one man army, action hero","https://image.tmdb.org/t/p/w500/khNVygolU0TxLIDWff5tQlAhZ23.jpg","False"
"564147","K.G.F: Chapter 1","ಕೆಜಿಎಫ್ ಅಧ್ಯಾಯ ೧","A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.","Kannada","2018-12-20","2018","2010","2.1047","7.487","273","156","Very Long","Action","Action, Thriller, Adventure, Crime","gold, undercover, gold mine, one man army, action hero, period film","https://image.tmdb.org/t/p/w500/ltHlJwvxKv7d0ooCiKSAvfwV9tX.jpg","False"
"634120","777 Charlie","777 ಚಾರ್ಲಿ","Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie who is naughty and energetic which is a complete contrast with the Dharma’s character enters his life and gives him a new perspective towards it.","Kannada","2022-06-10","2022","2020","1.7586","7.652","66","166","Very Long","Drama","Drama, Adventure, Comedy","road trip, dog man friendship","https://image.tmdb.org/t/p/w500/qArPmXH0aWsT3SEtYl8XrU2Oz48.jpg","False"
"858485","Kantara","ಕಾಂತಾರ","Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?","Kannada","2022-09-30","2022","2020","1.0018","7.161","137","147","Long","Action","Action, Drama, Thriller","folklore, hindu mythology","https://image.tmdb.org/t/p/w500/jIsKmkxMzdCZ0Ux1GVSnu8m6Na6.jpg","False"
"219343","Lucia","ಲೂಸಿಯಾ","A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.","Kannada","2013-10-19","2013","2010","0.373","7.1","59","136","Long","Fantasy","Fantasy, Romance, Thriller","hallucination, insomnia, lucid dreaming, psychological thriller, unreliable narrator, alternative reality, kannada, film within a film, crowdfunded film, independent film, meta cinema, independent cinema, lucid dream, kannada film, dual role performance, kannada cinema, independent filmmaking, independent, kannada new wave, black and white vs color, mysterious pill, contemporary new wave","https://image.tmdb.org/t/p/w500/1b0pkG5fKRXbgxQrk3AVwXSNo7e.jpg","False"
"468853","...Re","...Re","Re is a Kannada comedy drama starring Ramesh Aravind and Anant Nag. A rich man arrives at an old palatial house to find that his ancestors are cursed to an afterlife in the house. Now it becomes his responsibility to undo the curse.","Kannada","2016-03-04","2016","2010","0.2209","6.8","72","153","Very Long","Comedy","Comedy, Drama","","https://image.tmdb.org/t/p/w500/zD462oTVwka6bUAZxEzix5BsZQj.jpg","False"
"210763","A","ಎ","A film director fades away from the industry after the failed love with the heroine of his movie. After being rehabilitated, he learns that some people conspired his fall and decides to take revenge.","Kannada","1998-02-12","1998","1990","0.2741","5.7","110","148","Long","Romance","Romance, Thriller","","https://image.tmdb.org/t/p/w500/y3DH68oWOGMZ637tqYHfTGU4Bif.jpg","False"
"1186350","Marco","മാർക്കോ","The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.","Malayalam","2024-12-20","2024","2020","4.6006","6.509","110","145","Long","Action","Action, Crime, Thriller","toxic, revenge killing, family man, shocking, aggressive, blind man, action hero, perfumer, loss of brother, amused, enraged","https://image.tmdb.org/t/p/w500/kdzZb1VEK47lKh7GtjE4NALfDI6.jpg","False"
"1166133","Bramayugam","ഭ്രമയുഗം","A folk singer in 17th-century Kerala discovers a mansion. Inside, he encounters an enigmatic cook and a powerful master, setting in motion a chain of events that changes his life.","Malayalam","2024-02-15","2024","2020","3.0408","7.646","79","139","Long","Horror","Horror, Thriller, Drama","black magic, sorcerer, black and white, witchcraft, dark fantasy, old mansion, folk horror, folktale, haunted mansion, supernatural horror, experimental, arthouse horror, arthouse, fantasy folk","https://image.tmdb.org/t/p/w500/snQLwRrfQAl5YFKVefZq9Lbscki.jpg","False"
"1290190","Lokah Chapter 1: Chandra","ലോകഃ Chapter 1: ചന്ദ്ര","The story follows Chandra , a mysterious, goth-influenced woman who has just moved to Bangalore and begins working night shifts at a café. Across the road from her apartment live Sunny and Venu, two aimless bachelors. Sunny becomes infatuated with Chandra, observing her odd routines, strange visitors, and reclusive nature. Their dynamic changes when Sunny gets a glimpse of Chandra in her act.","Malayalam","2025-08-28","2025","2020","2.2413","7.29","50","151","Very Long","Action","Action, Adventure, Fantasy","female superhero, vampiress (female vampire), supernatural ability, wayfarer cinematic universe (wcu)","https://image.tmdb.org/t/p/w500/nRn6is4m5sikO1rSoCoRT2rYtXB.jpg","False"
"1069945","Manjummel Boys","മഞ്ഞുമ്മല്‍ BOYS","Manjummel Boys, based on a real story, is about a bunch of friends who set out on a trip to Kodaikanal and the events that occur there.","Malayalam","2024-02-22","2024","2020","1.804","7.8","79","135","Long","Adventure","Adventure, Thriller, Drama","affectation, bold, hopeful, joyful","https://image.tmdb.org/t/p/w500/bswrtewwthpsh6nABiqKevU4UBI.jpg","False"
"927547","All We Imagine as Light","പ്രഭയായ് നിനച്ചതെല്ലാം","In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.","Malayalam","2024-09-21","2024","2020","1.9286","6.8","227","118","Medium","Drama","Drama, Romance","nurse, roommates, meditative","https://image.tmdb.org/t/p/w500/ruImrzB4POsrgwCMozmOBV67zs5.jpg","False"
"585261","Virus","വൈറസ്","A real life account of the deadly Nipah virus outbreak in Kerala, and the courageous fight put on by several individuals which helped to contain the epidemic.","Malayalam","2019-06-07","2019","2010","1.1157","7.4","59","152","Very Long","Drama","Drama, Thriller","based on true story, virus, kerala","https://image.tmdb.org/t/p/w500/fd8BJ1j5BzaC9McYRW98PmeqkHo.jpg","False"
"1149791","Premalu","പ്രേമലു","Sachin, a carefree graduate, crosses paths with Reenu, a spirited IT professional, in Hyderabad. As their friendship deepens, unspoken feelings, career ambitions and life choices challenge their bond.","Malayalam","2024-02-09","2024","2020","1.5407","7.772","57","155","Very Long","Romance","Romance, Comedy","romcom","https://image.tmdb.org/t/p/w500/uPpmBjY3znUqGY8kYwI5xvOrSc0.jpg","False"
"472221","The Goat Life","ആടുജീവിതം","Indian migrant worker Najeeb Muhammad goes to Saudi Arabia to earn money. However, in a twist of fate, he finds himself living a slave-like existence, herding goats in the middle of the desert.","Malayalam","2024-03-28","2024","2020","1.3691","7.3","59","173","Very Long","Drama","Drama, Adventure","based on novel or book, based on true story, missing person, migrant worker, goat life","https://image.tmdb.org/t/p/w500/vwRkVhvJuAFz4i8udXMNkcJCztc.jpg","False"
"653221","Hridayam","ഹൃദയം","Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.","Malayalam","2022-01-21","2022","2020","1.4656","7.1","56","172","Very Long","Romance","Romance, Drama","","https://image.tmdb.org/t/p/w500/rMNzpbruCuBmYPWhaNLrKOlNKcu.jpg","False"
"657644","Minnal Murali","മിന്നൽ മുരളി","A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.","Malayalam","2021-12-16","2021","2020","1.8885","7.152","333","158","Very Long","Action","Action, Comedy, Fantasy","superhero, supervillain, weekend cinematic universe (wcu)","https://image.tmdb.org/t/p/w500/efetKFDyptrRpoHBb103Tg3Auw5.jpg","False"
"1084812","Aavesham","ആവേശം","Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.","Malayalam","2024-04-11","2024","2020","1.0659","7.488","85","156","Very Long","Comedy","Comedy, Action","","https://image.tmdb.org/t/p/w500/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg","False"
"244049","Drishyam","ദൃശ്യം","Georgekutty lives a happy life with his wife and daughters. Things take a turn when his daughter gets indecently filmed using a hidden camera, by the son of a police inspector.","Malayalam","2013-12-19","2013","2010","1.1257","7.532","220","164","Very Long","Thriller","Thriller, Crime, Drama, Family","police, twist, hidden camera, murder, family, death, quarry, cable tv, false evidence, bollywood","https://image.tmdb.org/t/p/w500/7d8GLneJkF81q1POdK7VUrjWafX.jpg","True"
"84368","Manichitrathazhu","മണിച്ചിത്രത്താഴ്","A young couple, Ganga and Nakulan, arrives at the ancestral home called Madampalli of the latter. Hailing from a family that follows tradition and superstitions, Nakulan's uncle Thampi objects to the couple's idea of moving into the allegedly haunted mansion, which Nakulan ignores. The couple moves in anyway following which seemingly supernatural events begin to happen.","Malayalam","1993-12-25","1993","1990","1.5455","7.5","88","169","Very Long","Horror","Horror, Comedy, Mystery","dancer, room, palace, sorcerer, psychiatrist, ghost, multiple personality, myth, multiple personality disorder, psychological horror, comedy horror","https://image.tmdb.org/t/p/w500/5YccrqvJFTfAVyEZp08I3fLx15y.jpg","False"
"564701","Lucifer","ലൂസിഫെർ","In God's own country, the supreme leader of the ruling party dies, leaving a huge vacuum, not only in the electoral and leadership sphere of the party but also that of the state. In the inevitable succession squabble and the power struggle that ensues, the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem, emerge forces that are hitherto unheard of.","Malayalam","2019-03-28","2019","2010","0.9129","7.074","74","174","Very Long","Action","Action, Drama, Thriller","","https://image.tmdb.org/t/p/w500/fXgY2RCzoIJPhPDoyKRjaaqjIZs.jpg","False"
"209419","Neelakasham Pachakadal Chuvanna Bhoomi","നീലാകാശം പച്ചക്കടൽ ചുവന്ന ഭൂമി","Kasi and Suni are close friends who studied together in an engineering college. Assi, who comes to Kerala to study engineering under the North East quota falls in love with Kasi. Certain incidents that follow set Kasi and Suni on a road trip to Nagaland on two motorcycles. The incidents that happen during this road adventure forms the film.","Malayalam","2013-08-09","2013","2010","0.989","7.0","51","142","Long","Adventure","Adventure, Thriller, Romance","strike, himalaya mountain range, marriage, college, biker, road trip, romance, bike, finding love","https://image.tmdb.org/t/p/w500/yKvrZ53FBY9EzH2kLy4KdeyPpub.jpg","False"
"590077","Trance","ട്രാന്‍സ്","A disheartened motivational speaker gets hired by a corporate to become a preacher until his live stint on television puts him and his service under the scanner.","Malayalam","2020-02-20","2020","2020","0.9109","6.8","63","170","Very Long","Thriller","Thriller, Drama","blind faith","https://image.tmdb.org/t/p/w500/jur8vAsFMtwxqyAngXeXKZnqMSe.jpg","False"
"997391","RDX: Robert Dony Xavier","ആര്‍ഡിഎക്സ്: റോബര്‍ട്ട് ഡോണി സേവ്യര്‍","Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.","Malayalam","2023-08-25","2023","2020","1.2295","6.7","62","150","Long","Action","Action, Drama","","https://image.tmdb.org/t/p/w500/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg","False"
"1025125","Kishkindha Kaandam","കിഷ്കിന്ധാ കാണ്ഡം","Strange events unfold in a monkey-inhabited village, driving a newlywed couple and forest officials to embark on a mission to uncover the root of the unusual disturbances.","Malayalam","2024-09-12","2024","2020","0.9809","7.667","51","125","Long","Thriller","Thriller, Mystery, Drama, Adventure","","https://image.tmdb.org/t/p/w500/rniBYHDRs6e8qMkPr4D4ZE5uMhF.jpg","False"
"257160","Ohm Shanthi Oshaana","ഓം ശാന്തി ഓശാന","Pooja Mathew, a spirited young girl, wants to have a love marriage in her life. Thus, she stops at nothing to impress Giri, who saved her once from a group of unruly men.","Malayalam","2014-02-07","2014","2010","0.9403","7.2","54","130","Long","Comedy","Comedy, Romance","kung fu, poem, rebel, nostalgia, doctor, bike, teenage love","https://image.tmdb.org/t/p/w500/9LmzSER1JP1dTqBf0eUnaeOE4Wb.jpg","False"
